name,url,review_count,categories,rating,snippet_text,location,neighborhood,latitude,longitude,search category
Berkeley Perk Cafe,http://www.yelp.com/biz/berkeley-perk-cafe-boston,89,"[[""Sandwiches"", ""sandwiches""], [""Coffee & Tea"", ""coffee""], [""Cafes"", ""cafes""]]",4,This is the quintessential neighborhood coffee shop but so much more. I'm a virgin here just looking for a warm coffee and bite to eat in the south end. I...,"{""cross_streets"": ""Lawrence St & Chandler St"", ""city"": ""Boston"", ""display_address"": [""69 Berkeley St"", ""South End"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South End""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""69 Berkeley St""], ""coordinate"": {""latitude"": 42.3468094, ""longitude"": -71.0705338}, ""state_code"": ""MA""}",South End,42.3468094,-71.0705338,cafes
Cafe Pulse,http://www.yelp.com/biz/cafe-pulse-boston-2,6,"[[""Cafes"", ""cafes""], [""Coffee & Tea"", ""coffee""]]",4.5,"Cute Australian-American server? Check!
Tasty pastries? Check!
That UHH-MAZING concoction known as Nocciobellio that is possibly my new favorite flavored...","{""city"": ""Boston"", ""display_address"": [""141 S Market St"", ""Boston, MA 02109""], ""geo_accuracy"": 8.0, ""postal_code"": ""02109"", ""country_code"": ""US"", ""address"": [""141 S Market St""], ""coordinate"": {""latitude"": 42.3599123954773, ""longitude"": -71.0552385449409}, ""state_code"": ""MA""}",,42.3599124,-71.05523854,cafes
Stella,http://www.yelp.com/biz/stella-boston,601,"[[""Italian"", ""italian""], [""Cafes"", ""cafes""]]",4,"Nice atmosphere and location!  Not a hard liquor drinker so their drink menu worked for me. I had the ""sex on the patio"" lol, very good if you like...","{""cross_streets"": ""Mystic St & Brookline St"", ""city"": ""Boston"", ""display_address"": [""1525 Washington St"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""1525 Washington St""], ""coordinate"": {""latitude"": 42.3398154617462, ""longitude"": -71.0725331180971}, ""state_code"": ""MA""}",South End,42.33981546,-71.07253312,cafes
Ashburton Cafe,http://www.yelp.com/biz/ashburton-cafe-boston,16,"[[""Cafes"", ""cafes""]]",4,"I work in the same building where this cafeteria is located. I've never ate lunch here before as I've always brought my own food in, but occasionally I buy...","{""cross_streets"": ""Somerset St & Bowdoin St"", ""city"": ""Boston"", ""display_address"": [""1 Ashburton Pl"", ""Downtown"", ""Boston, MA 02108""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02108"", ""country_code"": ""US"", ""address"": [""1 Ashburton Pl""], ""coordinate"": {""latitude"": 42.35952, ""longitude"": -71.0622406}, ""state_code"": ""MA""}",Downtown,42.35952,-71.0622406,cafes
Zaika Taste of India,http://www.yelp.com/biz/zaika-taste-of-india-medford,72,"[[""Indian"", ""indpak""]]",4.5,"There are other Indian restaurants in the area?  After discovering Zaika about a year ago on a brief trip to the mall, I wouldn't even know.  I can't...","{""city"": ""Medford"", ""display_address"": [""3850 Mystic Valley Pkwy"", ""Medford, MA 02155""], ""geo_accuracy"": 8.0, ""postal_code"": ""02155"", ""country_code"": ""US"", ""address"": [""3850 Mystic Valley Pkwy""], ""coordinate"": {""latitude"": 42.4070663452148, ""longitude"": -71.0921783447266}, ""state_code"": ""MA""}",,42.40706635,-71.09217834,indpak
Punjab Cafe,http://www.yelp.com/biz/punjab-cafe-quincy,314,"[[""Indian"", ""indpak""]]",4.5,"A fantastic restaurant, to be sure.  I have been a fan of Indian food for a long time and spent some time working in India, but this restaurant has some of...","{""city"": ""Quincy"", ""display_address"": [""653 Southern Artery"", ""Quincy, MA 02169""], ""geo_accuracy"": 8.0, ""postal_code"": ""02169"", ""country_code"": ""US"", ""address"": [""653 Southern Artery""], ""coordinate"": {""latitude"": 42.2521472722292, ""longitude"": -70.9879097342491}, ""state_code"": ""MA""}",,42.25214727,-70.98790973,indpak
Guru The Caterer,http://www.yelp.com/biz/guru-the-caterer-somerville,336,"[[""Indian"", ""indpak""], [""Caterers"", ""catering""]]",4.5,"I live about 15 minutes walk from Guru - can't believe I haven't dragged myself here till now...

The menu is simple and comes in combos. I had the hardest...","{""city"": ""Somerville"", ""display_address"": [""1297 Broadway"", ""Teele Square"", ""Somerville, MA 02144""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Teele Square""], ""postal_code"": ""02144"", ""country_code"": ""US"", ""address"": [""1297 Broadway""], ""coordinate"": {""latitude"": 42.4057388, ""longitude"": -71.1308441}, ""state_code"": ""MA""}",Teele Square,42.4057388,-71.1308441,indpak
Tikki Masala,http://www.yelp.com/biz/tikki-masala-jamaica-plain,62,"[[""Indian"", ""indpak""]]",4.5,"A review of Tikki Masala, helpfully presented in question-and-answer format for the discerning reader.

Q.  I hear Ghazal is closing sometime soon.  Where...","{""cross_streets"": ""Tower St"", ""city"": ""Jamaica Plain"", ""display_address"": [""3706 Washington St"", ""Jamaica Plain"", ""Jamaica Plain, MA 02130""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Jamaica Plain""], ""postal_code"": ""02130"", ""country_code"": ""US"", ""address"": [""3706 Washington St""], ""coordinate"": {""latitude"": 42.300319, ""longitude"": -71.112884}, ""state_code"": ""MA""}",Jamaica Plain,42.300319,-71.112884,indpak
Madras Masala,http://www.yelp.com/biz/madras-masala-brookline,17,"[[""Indian"", ""indpak""], [""Grocery"", ""grocery""]]",4,"So in a quest to eat a more plant based diet, I got a South Indian Vegetarian cookbook that had been well reviewed.  Even though in English, it was full of...","{""city"": ""Brookline"", ""display_address"": [""191 Harvard St"", ""Brookline, MA 02446""], ""geo_accuracy"": 8.0, ""postal_code"": ""02446"", ""country_code"": ""US"", ""address"": [""191 Harvard St""], ""coordinate"": {""latitude"": 42.3393517, ""longitude"": -71.1208572}, ""state_code"": ""MA""}",,42.3393517,-71.1208572,indpak
Punjab Palace,http://www.yelp.com/biz/punjab-palace-allston,439,"[[""Indian"", ""indpak""]]",4,"This review is long overdue, but when I went to college in Boston this was my favorite restaurant in the city. Me and my friends would come for the lunch...","{""cross_streets"": ""Linden St & Harvard Ave"", ""city"": ""Allston"", ""display_address"": [""109 Brighton Ave"", ""Allston/Brighton"", ""Allston, MA 02134""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Allston/Brighton""], ""postal_code"": ""02134"", ""country_code"": ""US"", ""address"": [""109 Brighton Ave""], ""coordinate"": {""latitude"": 42.352732, ""longitude"": -71.130435}, ""state_code"": ""MA""}",Allston/Brighton,42.352732,-71.130435,indpak
Boston Indian Kitchen,http://www.yelp.com/biz/boston-indian-kitchen-boston,65,"[[""Indian"", ""indpak""]]",4,"They made a few changes and I like them even better now! First, no more serving in takeout containers for those eating in; second, increased portions...","{""cross_streets"": ""Commonwealth Ave & Marlborough St"", ""city"": ""Boston"", ""display_address"": [""51A Massachusetts Ave"", ""Back Bay"", ""Boston, MA 02115""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02115"", ""country_code"": ""US"", ""address"": [""51A Massachusetts Ave""], ""coordinate"": {""latitude"": 42.3496932983398, ""longitude"": -71.0892333984375}, ""state_code"": ""MA""}",Back Bay,42.3496933,-71.0892334,indpak
Mehak,http://www.yelp.com/biz/mehak-boston-3,96,"[[""Indian"", ""indpak""], [""Pakistani"", ""pakistani""]]",4,"Raised in Pakistani family, Getting my tastebuds spoiled by delicious Pak/Indian Food available in CA and NJ, and having tried most Zabihah Halal Pak/Ind...","{""cross_streets"": ""Wilbur Ct & Cottage St"", ""city"": ""Boston"", ""display_address"": [""329 Sumner St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""329 Sumner St""], ""coordinate"": {""latitude"": 42.3671035766602, ""longitude"": -71.0360794067383}, ""state_code"": ""MA""}",East Boston,42.36710358,-71.03607941,indpak
Shan-A-Punjab,http://www.yelp.com/biz/shan-a-punjab-brookline,147,"[[""Indian"", ""indpak""], [""Vegetarian"", ""vegetarian""], [""Vegan"", ""vegan""]]",4,Update: I've been to their lunch buffet quite a few times already and they are always consistent. Newly cooked with fresh ingredients and they give you a...,"{""city"": ""Brookline"", ""display_address"": [""455 Harvard St"", ""Brookline, MA 02446""], ""geo_accuracy"": 9.5, ""postal_code"": ""02446"", ""country_code"": ""US"", ""address"": [""455 Harvard St""], ""coordinate"": {""latitude"": 42.3465267, ""longitude"": -71.128219}, ""state_code"": ""MA""}",,42.3465267,-71.128219,indpak
Shanti - Taste of India,http://www.yelp.com/biz/shanti-taste-of-india-dorchester-2,247,"[[""Indian"", ""indpak""], [""Bangladeshi"", ""bangladeshi""]]",4,Taste of India Shanti is my go-to take-out/delivery restaurant near Southie. It has the best Indian food I have had in the area and it's always consistent...,"{""cross_streets"": ""Melvinside Ter & Savin Hill Ave"", ""city"": ""Dorchester"", ""display_address"": [""1111 Dorchester Ave"", ""Dorchester"", ""Dorchester, MA 02125""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Dorchester""], ""postal_code"": ""02125"", ""country_code"": ""US"", ""address"": [""1111 Dorchester Ave""], ""coordinate"": {""latitude"": 42.312894, ""longitude"": -71.057514}, ""state_code"": ""MA""}",Dorchester,42.312894,-71.057514,indpak
Dosa n Curry,http://www.yelp.com/biz/dosa-n-curry-somerville,124,"[[""Indian"", ""indpak""], [""Vegetarian"", ""vegetarian""]]",4,Its refreshing to find a vegetarian restaurant these days ... you know the way your food is prepared has not been cross contaminated with any meat products....,"{""city"": ""Somerville"", ""display_address"": [""447 Somerville Ave"", ""Somerville, MA 02143""], ""geo_accuracy"": 8.0, ""postal_code"": ""02143"", ""country_code"": ""US"", ""address"": [""447 Somerville Ave""], ""coordinate"": {""latitude"": 42.382328, ""longitude"": -71.1025925}, ""state_code"": ""MA""}",,42.382328,-71.1025925,indpak
Masala,http://www.yelp.com/biz/masala-somerville,229,"[[""Indian"", ""indpak""], [""Himalayan/Nepalese"", ""himalayan""]]",4,"Amazing place. My favorite restaurant in boston, hands down. 

Call it consumerism, but to be really honest, my favorite thing that this restaurant offers...","{""city"": ""Somerville"", ""display_address"": [""1127 Broadway"", ""Teele Square"", ""Somerville, MA 02144""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Teele Square""], ""postal_code"": ""02144"", ""country_code"": ""US"", ""address"": [""1127 Broadway""], ""coordinate"": {""latitude"": 42.4031487, ""longitude"": -71.1265717}, ""state_code"": ""MA""}",Teele Square,42.4031487,-71.1265717,indpak
The Kebab Factory,http://www.yelp.com/biz/the-kebab-factory-somerville,405,"[[""Indian"", ""indpak""], [""Pakistani"", ""pakistani""]]",4,"The Kebab Factory is my favorite Indian restaurant I've been to so far in Cambridge/Somerville. The prices are a little high for Indian, but I think the...","{""city"": ""Somerville"", ""display_address"": [""414 Washington St"", ""Somerville, MA 02143""], ""geo_accuracy"": 8.0, ""postal_code"": ""02143"", ""country_code"": ""US"", ""address"": [""414 Washington St""], ""coordinate"": {""latitude"": 42.3780975, ""longitude"": -71.1065598}, ""state_code"": ""MA""}",,42.3780975,-71.1065598,indpak
Cafe Mamtaz,http://www.yelp.com/biz/cafe-mamtaz-boston-2,73,"[[""Indian"", ""indpak""]]",3.5,You don't know what you have until it is gone. We recently left the South Boston area and can no longer order from Cafe Mamtaz. Now we know they are the...,"{""cross_streets"": ""Emerson St & 5th St"", ""city"": ""Boston"", ""display_address"": [""87 L St"", ""South Boston"", ""Boston, MA 02127""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South Boston""], ""postal_code"": ""02127"", ""country_code"": ""US"", ""address"": [""87 L St""], ""coordinate"": {""latitude"": 42.3342604190111, ""longitude"": -71.0354116559029}, ""state_code"": ""MA""}",South Boston,42.33426042,-71.03541166,indpak
JMP Fine Indian Cuisine,http://www.yelp.com/biz/jmp-fine-indian-cuisine-boston,73,"[[""Indian"", ""indpak""]]",4,"This is probably my go to place when I'm craving some fast and tasty indian food. Be warned, it's not the nicest place to go to. It's probably one of the...","{""city"": ""Boston"", ""display_address"": [""1095 Commonwealth Ave"", ""Allston/Brighton"", ""Boston, MA 02215""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Allston/Brighton""], ""postal_code"": ""02215"", ""country_code"": ""US"", ""address"": [""1095 Commonwealth Ave""], ""coordinate"": {""latitude"": 42.3523349, ""longitude"": -71.1247}, ""state_code"": ""MA""}",Allston/Brighton,42.3523349,-71.1247,indpak
Punjabi Dhaba,http://www.yelp.com/biz/punjabi-dhaba-cambridge,585,"[[""Indian"", ""indpak""]]",4,"This is one of those places you think is a hole in the wall that only you know about, and then you go on Yelp and see that nearly 600 other people have...","{""city"": ""Cambridge"", ""display_address"": [""225 Hampshire St"", ""Inman Square"", ""Cambridge, MA 02139""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Inman Square""], ""postal_code"": ""02139"", ""country_code"": ""US"", ""address"": [""225 Hampshire St""], ""coordinate"": {""latitude"": 42.373886, ""longitude"": -71.1008}, ""state_code"": ""MA""}",Inman Square,42.373886,-71.1008,indpak
Darbar,http://www.yelp.com/biz/darbar-boston,96,"[[""Pakistani"", ""pakistani""], [""Halal"", ""halal""], [""Indian"", ""indpak""]]",3.5,"I haven't had a bad meal here, yet. My favorite is the Goat Briyani. The lunch and dinner buffet are great ways to try a variety of different dishes. The...","{""cross_streets"": ""Etna St & Life St"", ""city"": ""Boston"", ""display_address"": [""130 N Beacon St"", ""Boston, MA 02135""], ""geo_accuracy"": 8.0, ""postal_code"": ""02135"", ""country_code"": ""US"", ""address"": [""130 N Beacon St""], ""coordinate"": {""latitude"": 42.3548317, ""longitude"": -71.1447906}, ""state_code"": ""MA""}",,42.3548317,-71.1447906,indpak
The Maharaja,http://www.yelp.com/biz/the-maharaja-cambridge,204,"[[""Indian"", ""indpak""]]",4,My wife and I went here back in May of 2014 with my graduate student daughter and about 10 of her friends.  The food and the service were supreme.   We all...,"{""city"": ""Cambridge"", ""display_address"": [""57 JFK St"", ""Harvard Square"", ""Cambridge, MA 02138""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Harvard Square""], ""postal_code"": ""02138"", ""country_code"": ""US"", ""address"": [""57 JFK St""], ""coordinate"": {""latitude"": 42.372142791748, ""longitude"": -71.1209106445312}, ""state_code"": ""MA""}",Harvard Square,42.37214279,-71.12091064,indpak
Chutney's,http://www.yelp.com/biz/chutneys-boston-4,26,"[[""Indian"", ""indpak""], [""Fast Food"", ""hotdogs""]]",4,"Chutney's is a true gem. Food is great at an even better price.

Doesn't seem to have much business but I think their marketing game is weak.","{""cross_streets"": ""Haviland St & St Germain St"", ""city"": ""Boston"", ""display_address"": [""173 Massachusetts Ave"", ""Boston, MA 02115""], ""geo_accuracy"": 9.5, ""postal_code"": ""02115"", ""country_code"": ""US"", ""address"": [""173 Massachusetts Ave""], ""coordinate"": {""latitude"": 42.3468507659498, ""longitude"": -71.0876017436385}, ""state_code"": ""MA""}",,42.34685077,-71.08760174,indpak
Chutney's,http://www.yelp.com/biz/chutneys-cambridge,201,"[[""Indian"", ""indpak""], [""Fast Food"", ""hotdogs""]]",4,"This is an indian subway styled restaurant, I came here with my indian colleagues after a whole day of flight for a late night dinner.

I ordered nanini...","{""city"": ""Cambridge"", ""display_address"": [""36 John F Kennedy St"", ""Harvard Square"", ""Cambridge, MA 02138""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Harvard Square""], ""postal_code"": ""02138"", ""country_code"": ""US"", ""address"": [""36 John F Kennedy St""], ""coordinate"": {""latitude"": 42.3727021336872, ""longitude"": -71.1198749914017}, ""state_code"": ""MA""}",Harvard Square,42.37270213,-71.11987499,indpak
North End Fish Market,http://www.yelp.com/biz/north-end-fish-market-boston,119,"[[""Sushi Bars"", ""sushi""], [""Sandwiches"", ""sandwiches""], [""Seafood"", ""seafood""]]",4.5,"This is definitely a happy find. At first glance, I was skeptical. Sushi? Fish market? Asking me to take a refrigerated cup of clam chowder and asking if I...","{""cross_streets"": ""Bartlett Pl & Hull St"", ""city"": ""Boston"", ""display_address"": [""99 Salem St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""99 Salem St""], ""coordinate"": {""latitude"": 42.3639030456543, ""longitude"": -71.0554885864258}, ""state_code"": ""MA""}",North End,42.36390305,-71.05548859,sushi
